,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
953,31735061539239,"""Draft Program and Purpose for 1939 As Submitted by the Executive Board to the National Congress"",",,1938-12-20,,University of Pittsburgh,7,53,text,archival document
954,31735047448943,"Pennsylvania Labor History Society Notes Vol. 5 No. 1,",,1982-10,,University of Pittsburgh,37,54,text,archival document
955,31735051655730,"This Administration Has Declared War On Americans,",,1981,,University of Pittsburgh,13,40,text,archival document
956,31735061658948,"""Towards An American Student Union""",,,,University of Pittsburgh,,,text,archival document
957,31735070057181,"Political action; Political action (Milwaukee, Wis.)",,,1911-09-23,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
958,31735051655557,"Criminology, Crimes and Criminals",,,,University of Pittsburgh,14,57,text,archival document
959,31735061657379,"The Big Plot, Proof of the Justice Department's Plan to Jail 21, 105 Americans",,,,University of Pittsburgh,2,21,text,archival document
960,31735070075068,"Political action; Political action (Milwaukee, Wis.)",,,1912-02-10,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
961,31735051655979,"Black Star, Vol. 1 No. 1,",,1975,,University of Pittsburgh,13,32,text,archival document
962,31735065150090,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1960-08,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
963,31735068354574,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-12-03,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
964,31735061657940,"""It is Later Than You Think..."" A Solemn Warning and Appeal to the People of Los Angeles County!",,,,University of Pittsburgh,2,106,text,archival document
965,31735066228481,"Twenty Years of Social Pioneering,",,1926,,University of Pittsburgh,11,7,text,archival document
966,31735060482837,Anti-War Silent Protest,,,,University of Pittsburgh,12,52,text,archival document
967,31735061658567,"""The 'Foreign Agent' Hoax Exposed"",",,1947-04-04,,University of Pittsburgh,3,127,text,archival document
968,31735061539924,"""March for Economic Survival, Saturday-September 28, 1974",,1974-08-20,,University of Pittsburgh,8,36,text,archival document
969,31735051655615,"""Protest Protest Protest Kirkpatrick Visit"" Flyer,",,1981-04-26,,University of Pittsburgh,13,39,text,archival document
970,31735065149977,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1961-10,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
971,31735061659268,"The Communist,",,1920-06-12,,University of Pittsburgh,3,151,text,archival document
972,31735061538918,"""Resolution of the Free Tom Mooney Congress""",,,,University of Pittsburgh,13,63,text,archival document
973,31735067911457,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-09-28,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
974,31735061657270,"Hate Groups and the Un-American Activities Committee, by David Wesley,",,1962,,University of Pittsburgh,2,51,text,archival document
975,31735061542696,People's Coalition for Peace & Justice Pamphlet,,,,University of Pittsburgh,12,27,text,archival document
976,31735058194311,"Promotional Letter for the Llano Colonist,",,1925,,University of Pittsburgh,12,24,text,archival document
977,31735061542860,"""Highlander Center: An Approach to Culture and Social Change"" Pamphlet",,,,University of Pittsburgh,11,139,text,archival document
978,31735061656611,"""Proposed Draft of Revised Constitution of the American League for Peace and Democracy for Discussion at the Congress""",,,,University of Pittsburgh,1,145,text,archival document
979,31735061540138,"""Religion Today in the U.S.S.R."", By Rev. William Howard Melish",,,,University of Pittsburgh,7,97,text,archival document
980,31735061658609,"""Hamtrack Municipal Election of 1934"" Pamphlet,",,1934,,University of Pittsburgh,3,128,text,archival document
981,31735065150199,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1959-10,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
982,31735061538413,"""The Truth About Communism!"",",,1930,,University of Pittsburgh,4,86,text,archival document
983,31735066249081,"Sing Out!,",,1952-09,,University of Pittsburgh,24,63,text,archival document
984,31735061539072,"The Trade Union Unity League, Its Program, Structure, Methods and History",,,,University of Pittsburgh,6,51,text,archival document
985,31735065150264,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1959-01,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
986,31735068354780,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-10-06,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
987,31735067913263,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-05,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
988,31735061540385,"The Kefauver Committee and the Pete Panto Murder, By Michael Singer,",,1951-05,,University of Pittsburgh,4,120,text,archival document
989,31735060482712,"""Why?"" Protest",,,,University of Pittsburgh,12,49,still image,archival document
990,31735047451053,"""UE - The Union for GE Lamp Workers!""",,,,University of Pittsburgh,,108,text,archival document
991,31735061657403,End McCarrasnism on this we Stand Together,,,,University of Pittsburgh,2,82,text,archival document
992,31735061538553,"The Coming American Revolution, By James P. Cannon,",,1947-04,,University of Pittsburgh,11,106,text,archival document
993,31735061544544,"""Soldiers, Sailors and Socialism""",,,,University of Pittsburgh,11,17,text,archival document
994,31735061657908,"13 Communists Speak to the Court,",,1953-03,,University of Pittsburgh,2,107,text,archival document
995,31735061659581,"""Invitation to Join the Communist Party"", By Robert Minor,",,1943-02,,University of Pittsburgh,3,27,text,archival document
996,31735061656751,"From Korean Truce to World Peace, by Robert Mann",,,,University of Pittsburgh,1,164,text,archival document
997,31735060482688,"The Cruel and Unusual Punishment of Henry Winston, by Mike Newberry",,,,University of Pittsburgh,1,18,text,archival document
998,31735061539601,"""Who Fights for a Free Cuba?"", By Martin Kaye and Louise Perry",,,,University of Pittsburgh,7,65,text,archival document
999,31735061656934,"The Mine Mill Conspiracy Case, by Sidney Lens",,,,University of Pittsburgh,2,4,text,archival document
1000,31735051655532,"LC News Letter Vol. 2, No. 3,",,1940-03,,University of Pittsburgh,14,16,text,archival document
1001,31735061539692,15 Years of the Communist International,,,,University of Pittsburgh,7,17,text,archival document
1002,31735061658641,"""In the Dungeons of Mussolini"", By Carlo Rossi,",,1936-03,,University of Pittsburgh,3,129,text,archival document
1003,31735061658427,"""The Real Father Coughlin"", By A.B. Magil,",,1939-05,,University of Pittsburgh,3,89,text,archival document
1004,31735061655597,"""Negro Workers! White Workers! Organize and Fight Against Lynching!"" Flyer,",,1930,,University of Pittsburgh,1,75,text,archival document
1005,31735061660035,"""Life in the U.S. Army"", By Walter Trumbull",,,,University of Pittsburgh,3,32,text,archival document
1006,31735068355233,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1964-04,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1007,31735051655201,Anti-Imperialist Peoples' Communique,,1972-06-19,,University of Pittsburgh,14,30,text,archival document
1008,31735061657239,For Abolition of the Inquisitorial Committees of Congress,,,,University of Pittsburgh,2,52,text,archival document
